node,degree centrality
"University of New South Wales, School of Computer Science and Engineering, Sydney, NSW, Australia",7
"Michigan State University, East Lansing, Department of Computer Science and Engineering",9
"La Trobe University, Department of Engineering, Melbourne, VIC, Australia",16
"Swinburne University of Technology, Melbourne, Australia",5
"Missouri State University, Springfield, MO, USA",3
"Chongqing University, College of Computer Science, China",13
"Dalian University of Technology, School of Software, Dalian, China",2
"IBM T. J. Watson Research Center,Yorktown Heights, NY, USA",3
"University of Electronic Science and Technology of China, School of Computer Science and Engineering, Chengdu, China",14
"University of Chicago, Department of Computer Science, IL, USA",13
"Hunan University, College of Computer Science and Electronic Engineering, Changsha, China",15
"Hong Kong Polytechnic University, Department of Computing, Cognitive Computing Lab, Hong Kong",2
"Ritsumeikan University, Department of Electronic and Computer Engineering, Kusatsu, Japan",20
"Hong Kong Baptist University, Department of Computer Science / Institute of Research and Continuing Education, Hong Kong",2
"Tsinghua University, School of Software / TNList, Beijing, China",13
"Virginia Tech, Falls Church, VA, USA",5
"Nanjing University, Department of Computer Science and Technology / State Key Laboratory for Novel Software Technology, China",11
"Hong Kong Polytechnic University, Hong Kong",9
The Hong Kong Polytechnic University,6
"Chinese University of Hong Kong, Department of Computer Science and Engineering",10
"Chinese University of Hong Kong, Hong Kong",22
"Wuxi Sensingnet Industralization Research Institute, China",10
"Nanjing University, Department of Computer Science and Technology, Nanjing, Jiangsu, China",1
"University of Southern California, Department of Computer Science, Los Angeles, CA, USA",1
"Liverpool John Moores University, Liverpool, UK",1
"Shenzhen University, College of Computer Science and Software Engineering, Big Data Institute, China",8
IRISA Rennes,3
"University of Hanover, Germany",5
"Otto von Guericke University Magdeburg, Germany",2
"Hong Kong Baptist University, Hong Kong",7
"University of Macau, China",8
"Beihang University, School of Computer Science and Engineering, Beijing, China",32
"Colorado State University, USA",4
"Seoul National University of Science and Technology, South Korea",16
"Pierre and Marie Curie University, Paris, France",6
"MIT, Media Lab, Cambridge, MA, USA",2
"University Politehnica of Bucharest, Romania",2
Georgia State University,4
"National Autonomous University of Mexico, Mexico City, Mexico",1
"Zhejiang University, School of Cyber Science and Technology, Hangzhou, China",12
"Victoria University of Wellington, NZ",3
"Chongqing University, Key Laboratory of Dependable Service Computing in Cyber Physical Society, China",4
"Chinese University of Hong Kong, Department of Computer Science and Engineering, Hong Kong",14
"Intelligent Automation Inc., Rockville, MD, USA",2
"University of Warsaw, Poland",2
"University of Virginia, Charlottesville, USA",2
"Florida Polytechnic University, Lakeland, FL, USA",1
"University of Rhode Island, Department of Electrical, Computer and Biomedical Engineering, Kingston, RI, USA",8
"Darmstadt University of Technology, Germany",3
Nanjing University,2
University of Texas at Dallas,5
"National Huaqiao University, College of Computer Science and Technology, Xiamen, China",6
"University of Augsburg, Germany",5
"Dalian Maritime University, School of Marine Engineering, China",15
"Guangzhou University, School of Computer Science and Technology, China",12
"Shanghai Jiao Tong University, Department of Computer Science and Engineering, China",13
"Yale University, Computer Science Department, New Haven, CT, USA",9
"AT&T Labs-Research, Florham Park, NJ, USA",7
"City University of Hong Kong, Department of Computer Science, Hong Kong",27
"Hunan University, Changsha, China",11
"Tsinghua University, Department of Automation, TNList, Beijing, China",13
"The Hong Kong Polytechnic University, Department of Computing, Hong Kong",3
"Wuhan University, School of Cyber Science and Engineering, Hubei, China",6
"Chinese Academy of Sciences, Shenzhen Institutes of Advanced Technology, Shenzhen Key Laboratory of Virtual Reality and Human Interaction Technology, China",3
"Nanjing University, State Key Laboratory for Novel Software Technology, Nanjing, China",9
"Central South University, School of Information Science and Engineering, Changsha, China",25
"State University of New York at Stony Brook, Department of Electrical and Computer Engineering, NY, USA",31
"Department of Electronic Engineering, Tsinghua University, Beijing, China",4
"South China University of Technology, Department of Software Engineering, Guangzhou, China",6
"The Hong Kong Polytechnic University, Department of Computing, Hong Kong, China",2
"Shanghai Jiao Tong University, Shanghai Key Laboratory of Scalable Computing and Systems, China",10
"University of Louisiana at Lafayette, USA",11
"Temple University, Philadelphia, PA, USA",28
"Pamplin College of Business, Virginia Tech, Blacksburg, USA",1
"Nanjing University, Department of Computer Science and Technology, State Key Laboratory for Novel Software Technology, China",2
"University of the Faroe Islands, Tórshavn, Department of Science and Technology, Faroe Islands",4
"University of Macau, SAR, China",8
"Southeast University, National Mobile Communications Research Laboratory, Nanjing, China",38
"City University of Hong Kong, Department of Computer Science, Kowloon, Hong Kong",5
"Lawrence Berkeley National Laboratory, Computational Research Division, CA, USA",7
"Technische Universität Ilmenau, Germany",7
"Tongji University, Department of Computer Science, Shanghai, China",11
"South China University of Technology, School of Software Engineering, Guangzhou, China",2
"Southeast University, National Mobile Communications Research Laboratory, China",4
"Liverpool John Moores University, School of Computing and Mathmatic Science, UK",5
"Hong Kong University of Science and Technology, Department of Computer Science, Kowloon, Hong Kong",11
"Zhongkai University of Agriculture and Engineering, College of Computational Science, Guangzhou, China",1
University of Illinois at Chicago,9
East China Normal University,2
"Nanjing University, Institute of Computer Software, State Key Laboratory for Novel Software Technology, China",2
"Peking University, Key Laboratory of High Confidence Software Technologies, Beijing, China",10
"Indiana University, Bloomington, IN, USA",5
"South China University of Technology, Guangzhou, China",4
"TELECOM Paris, France",3
"The Chinese University of Hong Kong, China",1
"Hong Kong Polytechnic University, Department of Computing",5
"Communications Research Centre Canada, Ottawa, ON, Canada",19
"Graduate University of Chinese Academy of Sciences, School of Management, Beijing, China",1
"University of Technology Sydney, Research Center on Quantum Computation and Intelligent Systems, Sydney, Australia",18
ForeScout Technologies Inc.,1
University of Lincoln,24
"Beijing University of Posts and Telecommunications, Beijing Key Laboratory of Intelligent Telecommunication Software and Multimedia, China",5
"American University of Sharjah, United Arab Emirates",16
"Georgia Institute of Technology, Atlanta, GA, USA",33
"Huawei Technologies, Beijing, China",4
"Maebashi Institute of Technology, Maebashi, Japan",2
"Nanjing University of Posts and Telecommunications, College of Computer, China",2
"Tsinghua University, Department of Automation, Tsinghua National Laboratory for Information Science and Technology, Beijing, China",16
"Wuhan University, International School of Software, China",2
"King Abdullah University of Science and Technology (KAUST), Center for Uncertainty Quantification (SRI UQ), Thuwal, Saudi Arabia",10
"University Paris-Dauphine, France",1
"Nankai University, College of Computer Science, Tianjin, China",2
"Beihang University, School of Transportation Science and Engineering, Beijing, China",8
"Northeastern University, Key Laboratory of Process Industry Automation, Shenyang, China",3
"University of Alabama at Birmingham, AL, USA",18
"Wuhan University of Technology, China",22
"University of Edinburgh, UK",12
"New York University Tandon School of Engineering, New York City, USA",3
"Nokia Research Center, China",1
"Nokia Research Center, Beijing, China",8
Texas A&M University,1
"Intelligent Manufacturing Systems (IMS) Centre, University of Windsor, Windsor, Ontario, Canada",1
"University of Saskatchewan, Canada",2
"Beijing University of Technology, College of Computer Science, China",1
